GridID,B2_mean,B3_mean,B4_mean,B8_mean,B11_mean,B2_ent,B2_corr,B2_asm,B3_ent,B3_corr,B3_asm,B4_ent,B4_corr,B4_asm,B8_ent,B8_corr,B8_asm,B11_ent,B11_corr,B11_asm,NDBI_mean,NDVI_mean,workc0,worka1,worka2,worka3,worka4,worka5,workb1,workb2,workb3,workb4,workb5,wendc0,wenda1,wenda2,wendb1,wendb2,POInum,POItype,residentia,commercial,industry,public,greenspace,type60
1407,910.111244,1082.170868,1108.163265,2172.447379,1811.893958,1.563504,0.084532,0.26164,1.661612,0.042934,0.232621,1.7698,0.078534,0.202377,1.971865,0.038445,0.151671,1.341228,0.224345,0.322415,-0.071068,0.339424,512.999782,-10.654163,11.807204,-19.456998,20.130787,-71.530326,10.827138,13.336321,-9.080254,17.997694,65.632888,543.485037,-65.228054,-101.644077,-33.380436,-44.176213,31,5,79.964832,12.474213,1.24407,12.572024,0.054552,1
826,607.551779,814.112755,714.826869,1864.280288,1261.42383,0.853503,0.47605,0.55679,0.973591,0.414624,0.501464,1.202355,0.304397,0.390871,1.625399,0.34524,0.268115,1.058167,0.446291,0.448329,-0.16396,0.320737,768.030557,-8.637012,5.856068,-6.475734,24.169756,-173.207765,-7.436375,10.566519,-0.164527,4.033894,134.679581,827.757495,-89.520597,-200.956733,-118.408594,-121.092069,1,1,27.537513,0.862611,1.055744,2.237118,0.025188,5
1211,851.0808,892.69,896.1992,1701.7632,1685.4728,1.183553,0.184013,0.395398,1.31519,0.05156,0.332751,1.40838,0.152187,0.311852,1.782531,0.130451,0.200701,1.275445,0.296154,0.35518,-0.012466,0.289044,443.054561,-22.388382,6.711563,-12.167152,21.622749,-44.177432,14.219118,8.988171,8.594905,14.605392,81.109833,532.089164,-58.490295,-108.196967,-60.887406,-20.968301,2,1,18.640225,5.216329,1.641596,1.679664,0,3
558,504.521791,671.847661,609.793683,2008.757297,1411.566973,0.95166,0.360397,0.506183,0.980601,0.443172,0.495659,0.96844,0.538128,0.520992,1.827028,0.206047,0.189993,1.244367,0.352726,0.372291,-0.153349,0.497644,59.268709,-2.40634,3.172861,1.267623,2.313915,-6.539717,-0.551977,-0.656191,-1.874011,2.994917,5.402706,72.144755,-27.920937,-11.145787,-8.305998,-3.648032,3,2,32.291838,2.096832,0,0.735393,0.890164,5
534,852.459167,1025.718175,1102.348679,1712.457966,1601.407126,1.529344,0.240442,0.265605,1.647815,0.276073,0.232255,1.733882,0.289918,0.213208,1.88481,0.362251,0.171821,1.534462,0.266042,0.267345,-0.006196,0.225503,773.687579,-16.202881,2.856485,-11.375006,20.064196,-108.391304,4.81097,9.031967,-6.966986,10.104928,34.950217,867.182686,5.895779,-124.460972,-90.097442,-113.204268,19,3,71.930468,4.878454,0,3.745805,0.017416,1
306,935.0868,1069.0908,1153.366,1683.2468,1913.138,1.35309,0.328638,0.348731,1.404804,0.302557,0.329788,1.552276,0.269582,0.267941,1.652953,0.252205,0.238825,1.2726,0.351733,0.368049,0.082028,0.188552,564.500709,-13.37225,10.691641,-11.818924,9.653711,-85.161072,4.357542,-0.299976,-0.884426,14.34749,45.242359,637.9348,-17.220432,-81.323953,-64.123726,-66.557774,1,1,3.342223,0.015064,1.162957,0,0,5
937,447.6016,625.6104,504.2472,1533.464,1042.7372,0.690635,0.500846,0.633738,1.023914,0.229824,0.462173,0.907044,0.42946,0.538914,1.685937,0.300744,0.263891,1.217731,0.414252,0.403388,-0.151012,0.347398,253.664136,-2.619296,-0.046962,-2.929523,5.947227,-36.542796,-4.085016,6.278535,-0.69208,6.663077,15.52099,290.54172,0.456896,-42.022926,-32.307694,-43.052714,5,2,54.479271,1.591393,0.974284,1.951766,0.73197,5
1494,1083.908764,1310.767907,1472.252101,1950.523409,1970.845938,1.533063,0.19146,0.268705,1.626644,0.220179,0.241514,1.745051,0.232472,0.205974,1.830725,0.236684,0.184434,1.404489,0.29934,0.311063,0.018452,0.148686,699.669717,-6.790352,17.780391,-24.46617,18.717488,-80.738382,-0.1608,7.385949,-1.454269,25.137485,66.219356,733.793693,10.17866,-109.994209,-112.631254,-79.818434,3,1,14.942191,0.080312,2.795231,0.389081,0.058336,5
1695,1071.1716,1220.65,1328.6588,1592.3364,1744.2776,1.774455,0.009376,0.198993,1.856825,0.003227,0.181916,1.944281,0.024514,0.158765,2.001083,0.056429,0.147368,1.531157,0.211355,0.263259,0.069705,0.089953,924.680891,-14.49645,5.898553,-22.94406,21.658854,-92.573425,11.7024,16.561482,-4.668719,23.152367,75.811013,969.405519,-208.955252,-123.497706,-99.387724,-79.147681,46,4,80.256148,57.781278,3.128917,31.253839,0.077526,1
2025,1547.259096,1345.112355,1309.538984,2417.470212,2974.944822,1.716414,0.256284,0.222464,1.598909,0.202485,0.253109,1.654966,0.241659,0.235052,1.865044,0.177053,0.180456,1.602834,0.285971,0.255093,0.089716,0.305111,193.968014,1.461324,-6.360445,-10.182619,1.231851,-17.764787,6.569454,7.595266,-3.835518,-0.799916,23.635682,207.557097,-31.766793,-36.327491,-2.21833,-3.718935,2,1,2.165708,0.000111,1.873853,1.018187,0,3
1447,621.384,845.3792,877.0996,2188.2648,2091.8216,0.913273,0.363764,0.517768,0.966132,0.303758,0.491398,1.178997,0.274165,0.404099,1.549702,0.168939,0.255437,0.826877,0.458022,0.543289,-0.01895,0.43404,258.123553,3.225605,5.219879,-10.159881,5.539606,-45.772173,-8.214237,-7.156857,4.347959,6.872325,60.710499,258.730367,-54.706286,-74.802694,-39.199347,-3.874158,2,2,1.131451,1.534775,2.433,0.055972,0.945736,1
948,939.9264,1091.9892,1171.7264,1968.538,1850.4092,1.516625,0.244711,0.285235,1.635785,0.180054,0.245432,1.781605,0.217331,0.201758,1.933655,0.191093,0.167417,1.566699,0.222089,0.250459,-0.022908,0.275568,185.748157,-4.069483,0.789473,-4.908114,5.515135,-23.307475,2.387899,1.419871,-0.33072,3.36088,26.631826,176.115123,-35.10787,-30.982409,-0.783219,-8.348403,32,5,39.17305,7.98389,0,26.866452,0,4
716,571.843663,792.533387,750.540584,1813.382247,1510.632547,0.958777,0.332206,0.489893,0.938568,0.366383,0.505837,1.179035,0.356561,0.410014,1.550133,0.357709,0.288591,1.122649,0.41826,0.432089,-0.068914,0.304281,732.914311,-7.021614,4.565439,-9.504743,25.362302,-156.911711,12.511364,12.684274,8.472258,11.720465,130.450004,752.21827,-81.733386,-165.524254,-99.898283,-96.333718,2,1,25.460014,1.534159,0.089147,1.991281,0.766305,5
1197,1604.834466,1550.139144,1558.276289,2355.281487,2551.27589,1.590373,0.304553,0.256061,1.531671,0.296928,0.274394,1.593369,0.317201,0.249801,1.802069,0.201686,0.191671,1.572746,0.286332,0.258005,0.025198,0.227382,208.335604,-7.390611,0.452983,2.946806,-0.659858,-31.734239,2.706735,5.824734,1.801729,7.991963,64.933144,194.172923,-48.139172,-59.651135,7.650859,16.513976,2,2,0.095791,0.70619,1.996306,0.318169,0,3
1222,362.236305,458.657737,368.313475,1056.883647,660.347861,0.783003,0.335528,0.559929,0.467504,0.726369,0.747903,0.487652,0.785142,0.739679,1.040138,0.615048,0.529749,0.692708,0.67262,0.64741,-0.167646,0.210689,381.149129,-14.02045,1.074149,-19.625137,10.567497,-42.813624,1.467718,7.032518,-12.446405,-1.785937,38.781901,428.658971,-35.35775,-51.476004,-71.140596,-67.879035,2,1,30.036626,4.266485,0.32718,7.620147,0.047041,5
166,825.7692,1024.4028,1085.0104,1782.2556,1633.8272,1.591218,0.247959,0.24481,1.707548,0.2574,0.213689,1.764394,0.27662,0.19679,1.925633,0.339089,0.161146,1.537067,0.244872,0.261422,-0.007442,0.262331,400.160846,-13.215332,9.418654,-7.709293,18.424866,-36.78796,-2.942558,0.157544,-4.131259,15.64273,38.357753,506.209789,-71.775603,-74.64188,-46.010553,-26.795243,28,3,48.986802,2.630763,0.215316,2.805518,0.009163,1
1813,769.4592,914.8216,971.9204,1790.9516,1530.2596,1.485999,0.170987,0.2784,1.620112,0.178687,0.237541,1.738479,0.205629,0.206667,1.991792,0.251214,0.148474,1.33499,0.289317,0.335585,-0.046503,0.288579,453.139893,-9.599045,-2.892675,-13.593851,2.784071,-58.432494,4.848529,4.677563,-5.850135,5.342295,55.827327,476.845391,-12.69312,-73.423453,-34.46271,-36.737102,53,4,83.276433,8.834385,2.172535,9.541651,0.015204,1
730,1138.6468,1306.2964,1296.5228,2168.9292,1968.3544,1.550016,0.286783,0.27517,1.58949,0.296835,0.262104,1.666344,0.318443,0.241373,1.836215,0.241631,0.188948,1.409095,0.348369,0.318756,-0.041717,0.292163,190.279805,-5.995184,-0.267134,-6.614596,3.823815,-17.057821,3.782988,3.386137,-0.152691,7.741867,12.226667,218.250513,-3.243822,-25.21131,-23.252258,-15.748475,28,3,69.601136,3.205665,0.002248,8.040747,0.565339,4
168,359.0824,526.9388,455.0592,2072.2052,1202.028,0.730105,0.581095,0.620968,0.706739,0.601502,0.638499,0.839958,0.516935,0.566657,1.66962,0.160974,0.229126,1.00969,0.425005,0.464593,-0.278725,0.664645,344.382033,-6.790894,16.782944,2.914206,13.334596,-33.335374,-2.727471,0.606602,-5.65902,6.833613,33.01449,452.700426,-145.637336,-52.029096,-25.054122,-30.851131,1,1,19.927661,0.447439,2.313142,0.484267,1.847668,1
429,647.595762,844.055178,899.017993,1824.907637,1778.185526,0.932856,0.376962,0.502599,1.035701,0.299418,0.451025,1.235586,0.251062,0.368371,1.625358,0.160597,0.237085,0.890023,0.437884,0.511642,-0.004362,0.335494,239.722831,-3.634389,7.133954,-2.769959,5.612285,-31.291253,8.152239,1.385693,0.665633,7.156473,50.855343,242.311035,-45.770221,-58.58852,2.934829,2.98673,1,1,2.545392,0.122475,0.274777,0.881707,0,1
668,696.010804,825.09924,831.687475,1569.777511,1469.602641,1.258256,0.399178,0.38567,1.409847,0.322826,0.322198,1.452245,0.381879,0.321625,1.714069,0.37679,0.227928,1.396161,0.351133,0.321259,-0.00167,0.30724,400.24557,-8.53085,3.291765,-6.495699,10.841394,-46.517393,6.554562,9.760501,-0.098905,14.815295,6.845294,426.120261,6.910918,-41.603878,-44.256422,-64.611203,16,4,22.042089,6.855107,0.222783,2.630542,0,1
266,264.3332,413.1116,310.2108,1604.0044,888.4108,0.367811,0.646067,0.79039,0.151051,0.902875,0.91683,0.486768,0.567611,0.723348,1.24215,0.24402,0.381452,0.507378,0.709709,0.724889,-0.273607,0.613223,289.115258,-5.154423,15.829294,3.761508,16.059421,-35.353042,-12.004406,4.859857,-6.304265,6.918263,10.676607,419.187183,-147.217058,-43.344622,-60.132935,-61.946467,1,1,0,0,0.389844,0.333259,2.011522,5
1642,829.554,941.8476,1089.7224,1429.4468,1460.4908,1.565846,0.216383,0.252553,1.712098,0.21249,0.210874,1.881372,0.243133,0.170242,1.983604,0.291419,0.149165,1.222855,0.269681,0.369481,0.030643,0.133973,556.797616,41.446628,-17.491386,-20.442004,35.108476,-38.745045,-33.345293,-19.620156,-14.49129,8.656004,61.60816,554.485496,13.428012,-79.558989,-16.991301,-31.421623,50,4,92.887421,23.990702,4.117875,9.941544,0.241234,1
1423,1049.420168,1179.861545,1272.029612,1864.516206,1906.793918,1.49703,0.269124,0.277489,1.538718,0.245512,0.262233,1.657555,0.286486,0.230705,1.850246,0.264186,0.181529,1.401683,0.323545,0.310875,0.009236,0.202641,410.716593,1.736937,2.853205,-7.972917,27.056525,-62.467108,0.706618,20.582071,-0.518243,16.384698,69.977585,409.071937,-45.282666,-80.844832,-40.711799,-42.21984,16,3,48.319649,9.473975,3.020436,19.926419,0.616415,4
1867,549.8524,727.9364,667.484,2022.7872,1507.186,0.922071,0.405751,0.512237,1.052913,0.381921,0.452583,1.162318,0.42582,0.417096,1.700582,0.253899,0.232326,1.183777,0.354603,0.387506,-0.111841,0.434751,1221.5572,-7.981322,9.934905,-35.521495,37.840496,-126.285731,5.381431,19.547735,-3.217334,25.34077,124.042864,1300.444205,-60.120927,-177.259683,-100.38905,-96.855015,2,2,28.334673,3.118252,1.014297,1.667627,0,5
1457,1034.0904,1158.9536,1296.8704,1724.9752,1743.9556,1.699837,0.070558,0.217788,1.766048,0.0554,0.205096,1.875012,0.071029,0.175546,1.97575,0.046936,0.151536,1.535906,0.204672,0.266726,0.026816,0.149393,784.888178,-2.597367,9.593441,-18.469582,19.453211,-89.467707,8.702181,4.2862,-14.690304,21.453553,75.404665,812.013706,-55.356766,-114.281671,-87.321377,-95.697203,48,4,77.462535,15.069446,2.132036,12.480541,0.976966,1
1476,891.9836,1015.9784,1118.7656,1586.9748,1564.3412,1.607583,0.046843,0.228148,1.677486,0.063084,0.211714,1.770572,0.080809,0.190163,1.923004,0.080807,0.159417,1.248839,0.253599,0.355496,0.0157,0.17447,576.003115,-10.094484,17.866936,-19.510654,23.710113,-59.835468,10.024842,12.203762,-7.581853,19.22221,52.104155,643.763482,-17.041902,-95.243088,-56.007403,-75.870866,55,5,119.739306,19.966426,1.111334,14.556318,0,1
1743,631.4204,761.7916,712.6556,1643.9148,1225.396,1.099667,0.217931,0.433847,1.071466,0.372935,0.459595,1.176491,0.356915,0.418449,1.562066,0.358196,0.295595,1.178386,0.437599,0.407872,-0.110732,0.305475,853.050046,-2.236625,11.86402,-20.726323,12.961875,-131.554957,4.768151,11.065533,-5.929209,8.232632,129.785979,1040.777438,-116.25185,-225.731289,-30.834454,-34.407103,6,2,44.160118,5.777171,5.23812,3.285882,0,5
818,506.092,694.744,626.1784,2322.1548,1644.6872,0.60351,0.553921,0.678835,1.105132,0.115745,0.410993,1.112837,0.252863,0.425768,1.853264,0.011683,0.17756,1.18653,0.307099,0.380158,-0.159687,0.569732,684.053628,-6.341639,-9.702195,10.52471,21.383077,-145.600031,-26.066653,16.469036,14.811456,-11.881491,203.160343,677.397752,-83.718626,-202.778692,-37.034424,-35.535249,1,1,25.832943,3.329939,0,2.582704,0.234157,5
831,759.8204,914.8812,896.5264,1841.6512,1543.354,1.242461,0.26541,0.373037,1.371219,0.15887,0.315891,1.466691,0.209347,0.2904,1.791224,0.190837,0.19599,1.179693,0.339402,0.394854,-0.069404,0.329273,616.75573,-21.638814,0.758762,-16.741886,37.405525,-84.92914,11.862468,-1.997462,4.406,26.703179,139.011258,691.780914,-168.788722,-167.048597,-59.304905,-28.344856,4,3,34.797054,17.626606,1.000568,7.672047,0,5
574,1543.630252,1423.646258,1446.17527,2331.557023,2770.208083,1.522017,0.292798,0.282054,1.449181,0.243182,0.302477,1.498491,0.26647,0.294434,1.678666,0.205586,0.232681,1.573946,0.290843,0.258044,0.070756,0.249297,129.565883,-7.83222,0.330093,-2.709228,5.816176,-15.459601,-1.133374,-0.833846,-1.285305,4.396279,33.022217,135.703838,-33.118708,-24.524284,13.672847,-3.942649,1,1,0.003554,0,1.482925,0.000038,0,3
2017,985.1132,1111.0672,1262.6792,1669.0176,1729.3448,1.554317,0.048878,0.249205,1.611834,0.076352,0.239131,1.718272,0.077193,0.210617,1.80964,0.115512,0.190459,1.311479,0.283914,0.334825,0.039295,0.139974,1455.689856,-33.24848,7.432597,-42.82591,42.213306,-98.219147,47.337127,33.165335,-13.741806,35.915638,108.25247,1639.27377,-8.076226,-203.989532,-209.52553,-145.537169,39,5,71.584027,9.08557,1.440425,8.804883,0.417121,1
1085,1454.1688,1611.336,1701.3416,2298.7276,2179.526,1.618351,0.048783,0.25041,1.645174,0.072935,0.237956,1.728607,0.141033,0.217284,1.79756,0.005731,0.197521,1.319135,0.310334,0.343062,-0.022717,0.186021,186.339889,4.165537,11.521383,-23.225783,12.456443,-28.045107,22.251465,-13.304513,-2.073805,20.362743,66.638654,188.901527,-19.842357,-65.01966,-14.65397,0.826373,8,2,2.067711,0.200363,1.056144,0.304369,0.545927,3
1984,671.0956,831.4572,844.944,1776.6112,1434.7748,1.46607,0.153265,0.276099,1.616143,0.185457,0.229146,1.703788,0.219471,0.209284,1.92489,0.260854,0.160286,1.31164,0.235762,0.331516,-0.074054,0.354434,819.878638,-18.003163,8.502827,-28.69881,28.87492,-64.00307,19.297437,35.424461,-6.194625,26.115818,32.988751,917.626839,115.580601,-102.905872,-151.058673,-147.052391,39,3,79.424189,5.986085,0.840526,5.73074,0,1
321,230.840464,360.782487,244.320272,1562.571771,692.632547,0.233739,0.806725,0.865318,0.179832,0.84555,0.897256,0.344767,0.730405,0.7985,1.128544,0.338244,0.440036,0.565,0.708241,0.689754,-0.365789,0.581863,243.594774,-6.016136,14.738123,-3.103064,15.353065,-24.487158,-5.354132,2.869559,-2.490532,8.471031,18.656795,325.441714,-74.552594,-52.247584,-28.833438,-35.971128,2,2,0.750062,0.133726,0,1.826621,0.003294,5
1326,794.263705,904.792717,942.155262,1606.489796,1436.827931,1.561565,0.11552,0.266689,1.721233,0.06123,0.211724,1.757877,0.127226,0.213236,2.009804,0.12665,0.143924,1.554573,0.199793,0.260573,-0.024333,0.258421,467.168346,0.295498,4.382298,-2.888933,5.512801,-66.532866,-4.616926,11.540291,-2.811719,-4.348869,11.454389,472.302789,-56.44785,-47.240199,-44.682805,-65.177204,59,5,89.764439,23.946567,3.023355,6.940509,1.922325,1
785,504.37585,730.281088,679.321471,2319.792883,1684.146341,0.862002,0.479082,0.553008,1.145988,0.316864,0.408454,1.136577,0.464502,0.439256,1.850659,0.299646,0.178817,1.185179,0.329774,0.385411,-0.146025,0.549609,87.96606,-2.892235,-0.817685,-4.377063,2.265616,-7.458008,-1.18695,-0.58319,0.345808,1.949609,11.519635,98.42823,-20.198732,-13.399969,1.429082,-4.721851,8,3,22.769996,1.22421,0,8.484774,0.016738,4
1751,675.8276,870.08,883.7108,2139.5472,1883.5424,1.158808,0.335674,0.413669,1.288244,0.252994,0.356553,1.428497,0.306305,0.309096,1.671848,0.243665,0.229353,1.125664,0.334281,0.406331,-0.044655,0.405342,376.65439,10.738992,-6.140546,-0.685433,13.540358,-51.834865,9.187624,13.333205,0.929233,22.167588,52.21979,437.561379,-22.485092,-86.143211,-9.132542,-9.502984,3,1,18.68122,1.680324,0.558124,0.320767,0,1
979,737.929572,913.894758,910.295318,1987.265706,1652.111645,1.208573,0.167823,0.390818,1.359079,0.037821,0.327919,1.421567,0.085619,0.309205,1.858943,0.074562,0.175542,1.012767,0.371132,0.456681,-0.074449,0.367383,673.277228,-1.285076,12.355985,-17.763872,24.402904,-83.642008,18.41869,6.039729,-11.032166,21.983771,105.255411,650.226348,-82.753559,-119.640018,-37.425777,-46.939497,42,4,103.926557,11.093966,1.690328,5.796932,0.018758,1
471,854.354542,1026.468587,1085.768307,1732.791517,1612.931573,1.507318,0.337625,0.272203,1.610008,0.36185,0.245723,1.688296,0.366436,0.225241,1.87874,0.385049,0.172538,1.550205,0.287693,0.26167,-0.002302,0.230058,530.067609,-8.524883,13.446213,-10.835432,17.697557,-63.002578,10.52743,12.016733,-2.40394,16.048296,52.968756,602.906461,25.324638,-85.803499,-44.721891,-61.198658,2,2,25.284634,1.6171,0.000302,1.80176,0.196891,1
650,731.355058,892.592163,911.342263,1941.085166,1551.514194,1.368197,0.188743,0.315819,1.496219,0.169641,0.27162,1.610841,0.213233,0.240314,1.878487,0.189941,0.169715,1.26439,0.318378,0.356356,-0.099218,0.373046,602.151202,-19.95726,-0.819271,-17.499763,24.715791,-68.420474,10.645066,14.280061,1.290702,21.478859,115.041807,655.030614,-26.747284,-140.505284,-26.653636,-31.567643,20,2,91.660959,0.308979,0,0.408873,0.36422,1
771,612.481008,855.803679,766.198321,1905.820872,1410.619752,0.966276,0.375538,0.494582,1.040977,0.339276,0.459643,1.122801,0.34863,0.443344,1.571584,0.403858,0.291957,1.059707,0.457903,0.458271,-0.11911,0.290206,1201.570342,-11.165588,6.156397,-14.175566,39.94141,-276.665089,-6.419013,16.535872,5.814694,10.195259,226.445686,1220.793148,-144.363955,-292.820386,-179.317972,-170.292532,4,1,36.316136,2.279454,0.219013,4.112248,0.441542,5
537,808.9656,992.6132,1042.6244,1739.278,1773.1152,1.286759,0.301047,0.352859,1.322232,0.291751,0.346835,1.493997,0.342007,0.282321,1.701016,0.328827,0.219279,1.314743,0.349844,0.335832,0.030678,0.248317,351.517486,2.50817,-6.942928,-13.024088,6.607824,-48.809424,-5.122198,-4.784256,4.899173,5.768738,74.931897,356.497613,-63.087204,-84.084875,-14.188647,-7.175584,1,1,8.214413,0.9604,0.25569,0.003154,0.30006,4
1586,977.2068,1205.7196,1347.426,1983.5072,2031.556,1.407008,0.232414,0.31042,1.514232,0.25018,0.276919,1.662973,0.229237,0.228968,1.73812,0.277396,0.207101,1.33189,0.278531,0.330291,0.03164,0.191134,611.767515,-0.784699,10.21327,-20.50333,12.815587,-79.628819,7.182773,7.834129,5.028508,23.907749,83.543605,619.920481,-40.190789,-110.167836,-75.204495,-60.20601,24,1,23.575238,0.208124,2.336676,0,0.051072,1
550,871.0448,1085.1924,1184.1516,1964.9612,1777.6204,1.433862,0.346766,0.305531,1.557445,0.294598,0.259635,1.669477,0.325424,0.227664,1.871383,0.294109,0.175506,1.405103,0.292384,0.30558,-0.034639,0.24808,190.404209,-2.855123,2.508214,-4.831159,3.22179,-27.375089,5.2441,3.787888,1.106594,6.647253,22.100989,190.342121,-26.145586,-35.272878,-7.30133,-12.007735,10,3,8.157585,6.417077,0.008672,6.976003,0,4
605,645.8172,832.3684,842.106,1959.16,1820.7704,0.890898,0.313739,0.525867,1.026113,0.219677,0.455783,1.065992,0.312748,0.451506,1.727134,0.075991,0.209146,1.116807,0.360987,0.419961,-0.029302,0.409495,402.322887,-0.398708,-1.714198,-3.841588,10.22674,-67.306532,5.323177,3.084442,-2.346276,4.49184,58.101163,412.710927,-50.862757,-70.986017,-32.653629,-24.005755,1,1,24.72265,0.56298,1.421098,0.578979,0,5
464,1604.736,1647.3492,1658.068,2390.4372,2644.992,1.477238,0.313236,0.297728,1.434874,0.324725,0.31602,1.541837,0.281592,0.269205,1.608323,0.2176,0.249788,1.405773,0.314547,0.298005,0.049207,0.226667,297.765984,-4.568595,1.250318,-5.189871,7.722629,-47.5054,2.764764,3.66883,0.115959,7.079377,73.519394,270.112763,-36.374312,-69.075895,-1.178902,-13.645298,1,1,4.205533,0.310295,0.654313,0.373586,0,3
1232,1048.5002,1171.751901,1228.970788,1874.237695,1736.417767,1.48769,0.22328,0.276629,1.521543,0.233828,0.267223,1.601923,0.252723,0.246899,1.762753,0.238028,0.205638,1.278868,0.333724,0.354853,-0.018697,0.205682,248.51462,-4.084372,4.689629,-5.520881,14.209709,-47.969837,-6.441041,1.669553,-0.576891,5.054825,41.378444,237.858579,-68.134713,-49.152801,-17.650133,-26.454524,31,5,41.748773,14.835637,3.223447,10.901502,0.783855,2
599,935.136345,1168.433826,1308.423031,2071.247501,2171.866054,1.346685,0.243483,0.32587,1.450624,0.212369,0.293379,1.652218,0.221955,0.228279,1.670652,0.190628,0.218969,1.171818,0.358708,0.390486,0.030748,0.233487,330.361634,0.713643,15.932583,-18.426198,5.174875,-58.29015,-12.726644,9.195759,-22.813079,-9.939664,68.241396,311.44664,-35.418071,-77.693792,-56.74699,-20.082089,1,1,2.975405,1.514313,0,0.444578,0.040972,2
870,872.832867,1050.408637,1069.495402,2222.756897,1748.331467,1.427636,0.238577,0.322404,1.589949,0.131363,0.254471,1.694841,0.215311,0.236394,1.946618,0.130217,0.158282,1.357951,0.250768,0.324734,-0.104886,0.370661,445.659951,1.578215,9.576274,-10.043162,7.272125,-45.910048,0.312109,8.244131,-3.311451,9.824871,19.445749,440.839336,-53.652402,-55.210902,-16.413621,-60.892134,25,4,23.484272,13.380737,1.546279,24.006945,0.016162,4
1276,454.1644,606.4196,532.2652,2238.9564,1311.8836,0.6982,0.44572,0.639101,0.830049,0.350548,0.570667,0.596498,0.607616,0.712119,1.854735,-0.018052,0.178281,1.009613,0.342574,0.45763,-0.248191,0.616714,661.725736,-11.279709,11.814516,-11.958361,24.419872,-75.298016,0.679587,17.177083,-7.827612,11.062694,30.518029,718.812169,-27.362704,-92.745674,-77.065917,-110.32027,11,3,67.288813,9.39496,2.575989,8.24608,0.214204,5
748,1168.231785,1292.198559,1524.576461,2090.121697,2156.026821,1.306039,0.322797,0.34131,1.281546,0.33562,0.361573,1.463943,0.357622,0.292827,1.65712,0.303939,0.235369,1.416519,0.321148,0.312289,-0.002707,0.215483,307.9276,-1.951723,14.018626,-11.243214,15.13901,-33.091064,9.631049,4.699038,10.470936,18.286339,110.547632,373.728579,-2.708997,-126.817404,-29.105613,-1.84402,1,1,28.327499,0.742193,3.214045,1.434607,0,3
968,814.584966,996.372251,1007.164734,2102.126749,1750.352659,1.418752,0.207719,0.308494,1.5446,0.206643,0.264739,1.63527,0.222681,0.239445,1.924273,0.216612,0.16464,1.522579,0.257745,0.263426,-0.074113,0.363526,528.472773,-11.663042,16.414269,-15.250284,18.481016,-62.693866,11.815837,10.123838,-1.215491,21.992855,90.996247,607.825874,-21.599601,-123.383144,-56.144149,-51.66359,21,1,58.730841,0.358402,2.219024,0.737959,0.00248,1
1612,832.6244,958.1644,1000.1332,1730.7472,1585.192,1.467905,0.157349,0.284217,1.618505,0.118366,0.232553,1.689313,0.162938,0.220247,1.894532,0.092746,0.166785,1.323636,0.288255,0.327654,-0.024307,0.276121,393.432851,-3.07787,3.612802,-10.007317,11.826528,-40.219179,8.721145,9.62838,-1.610819,11.750349,24.623102,428.055052,-9.481979,-56.759466,-40.343043,-54.390542,37,4,75.859676,10.416906,0.463583,9.344214,0.313606,1
1210,1200.0292,1168.6056,1221.564,1789.6008,1991.4068,1.445859,0.165155,0.298667,1.429102,0.125684,0.304948,1.490208,0.181799,0.290331,1.724476,0.145717,0.213926,1.427796,0.296597,0.305314,0.044804,0.1915,1098.133085,-21.364203,16.274299,-26.867522,33.558887,-142.315362,12.827269,11.965872,-1.290341,24.012685,218.743018,1198.385864,-94.80217,-258.848052,-91.063044,-55.208335,2,2,13.237652,9.354617,2.971864,2.528084,0,3
922,891.85114,1055.352541,1087.478191,1939.52381,1666.753501,1.531449,0.240043,0.270138,1.643627,0.212659,0.235092,1.736693,0.247101,0.208493,1.930627,0.293959,0.160642,1.334394,0.221747,0.323305,-0.056161,0.297185,453.961627,-12.562449,-3.478366,-13.369235,9.470841,-72.53758,4.521237,2.258469,-4.557261,5.750575,53.019747,490.672361,-74.635702,-88.856294,-44.529697,-45.88483,46,3,93.542431,6.032181,4.051252,3.48367,0.383989,1
401,855.1048,1060.1452,1134.3052,1804.306,1743.8892,1.512211,0.246875,0.27357,1.635721,0.313976,0.241728,1.748995,0.300189,0.207299,1.868643,0.386868,0.178568,1.505829,0.297057,0.279585,0.01026,0.229757,536.456026,-15.211503,5.466754,-12.17666,11.194208,-66.116223,1.652908,5.296128,-3.344551,2.625666,51.185512,584.118219,-22.970192,-75.714184,-12.870875,-51.90978,8,2,21.894531,0,3.112418,3.978816,0.143947,1
725,550.084766,753.056777,700.247501,2265.696122,1770.877249,1.061168,0.28427,0.450541,1.211014,0.254577,0.376802,1.219345,0.352963,0.39792,1.875446,0.104167,0.176112,1.279151,0.308892,0.344647,-0.115439,0.540135,243.344761,-6.76627,-4.263795,-4.447229,12.245686,-49.4307,8.438839,2.644246,-5.523978,10.54865,51.642068,263.341613,-17.747143,-73.684181,-35.599715,-23.037169,4,2,2.761759,1.460629,0.511505,10.390626,0,4
631,1527.257497,1719.035986,1761.820472,2423.979208,2329.510196,1.464642,0.230703,0.306677,1.493139,0.20151,0.294939,1.582576,0.228107,0.266802,1.643202,0.294164,0.256051,1.243981,0.373273,0.389054,0.00356,0.15085,152.531041,-8.951499,-0.875719,-2.614104,5.260132,-16.572723,-3.823728,-2.425372,-3.292374,3.175476,46.367865,139.340084,3.654705,-48.563733,18.435622,15.957889,2,1,0,0,1.70675,0,0,3
